CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window
2017127114,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/03/2017,09:44 AM,10,2017,RESOL,Y,10/26/2017,10,2017,23,11100 E 43RD ST,"11100 E 43RD ST
64133
(39.045438, -94.449712)",64133,Riss Lake,Jackson,3,East,255237,39.045438,-94.449712,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017127114,
2017126998,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/03/2017,07:20 AM,10,2017,RESOL,Y,10/26/2017,10,2017,23,100 E PERSHING RD,"100 E PERSHING RD
64108
(39.084912, -94.58264)",64108,Crown Center,Jackson,4,Central,125077,39.084912,-94.58264,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017126998,
2017128092,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/04/2017,05:05 PM,10,2017,RESOL,Y,10/26/2017,10,2017,22,6200 TROOST AVE,"6200 TROOST AVE
64110
(39.014606, -94.57486)",64110,Western 49-63,Jackson,6,Metro,106384,39.014606,-94.57486,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017128092,
2017126547,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/02/2017,11:19 AM,10,2017,RESOL,Y,10/26/2017,10,2017,24,901 W 43RD ST,"901 W 43RD ST
64111
(39.049494, -94.597315)",64111,West Plaza,Jackson,4,Central,140581,39.049494,-94.597315,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017126547,
2017128835,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/06/2017,10:44 AM,10,2017,RESOL,Y,10/26/2017,10,2017,20,9913 E 38TH ST,"9913 E 38TH ST
64133
(39.054279, -94.464848)",64133,Ashland Ridge,Jackson,3,East,48066,39.054279,-94.464848,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017128835,
2017126882,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/02/2017,04:01 PM,10,2017,RESOL,Y,10/26/2017,10,2017,24,9801 E US 40 HWY,"9801 E US 40 HWY
64133
(39.055331, -94.463829)",64133,Ashland Ridge,Jackson,3,East,48038,39.055331,-94.463829,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017126882,
2017126620,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,10/02/2017,12:17 PM,10,2017,RESOL,Y,10/26/2017,10,2017,24,5000 EASTERN AVE,"5000 EASTERN AVE
64129
(39.031525, -94.499414)",64129,Eastwood Hills East,Jackson,3,Metro,54383,39.031525,-94.499414,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017126620,
2017125975,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/29/2017,01:02 PM,9,2017,RESOL,Y,10/16/2017,10,2017,17,2522 NORTON AVE,"2522 NORTON AVE
64127
(39.079279, -94.535428)",64127,East Community Team South,Jackson,3,East,17578,39.079279,-94.535428,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017125975,
2017125596,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/28/2017,03:37 PM,9,2017,RESOL,Y,10/16/2017,10,2017,18,3900 GILLHAM RD,"3900 GILLHAM RD
64110
(39.05501, -94.580083)",64110,Southmoreland,Jackson,4,Central,133307,39.05501,-94.580083,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017125596,
2017124487,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/26/2017,06:03 PM,9,2017,RESOL,Y,10/16/2017,10,2017,20,3443 WABASH AVE,"3443 WABASH AVE
64128
(39.06287, -94.554013)",64128,Key Coalition,Jackson,3,East,126482,39.06287,-94.554013,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017124487,
2017124046,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/26/2017,09:51 AM,9,2017,RESOL,Y,10/16/2017,10,2017,20,300 E 38TH ST,"300 E 38TH ST
64111
(39.059979, -94.581792)",64111,Central Hyde Park,Jackson,4,Central,132077,39.059979,-94.581792,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017124046,
2017123775,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/25/2017,04:33 PM,9,2017,RESOL,Y,10/16/2017,10,2017,21,4151 STERLING AVE,"4151 STERLING AVE
64133
(39.046517, -94.447108)",64133,Sterling Acres,Jackson,3,East,234398,39.046517,-94.447108,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017123775,
2017122694,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/22/2017,10:45 AM,9,2017,RESOL,Y,10/16/2017,10,2017,24,1066 E 16TH ST,"1066 E 16TH ST
64108
(39.094447, -94.570705)",64108,Hospital Hill,Jackson,3,Central,122846,39.094447,-94.570705,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017122694,
2017122999,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/22/2017,04:37 PM,9,2017,RESOL,Y,10/16/2017,10,2017,24,900 BEARDSLEY RD,"900 BEARDSLEY RD
64105
(39.102048, -94.594693)",64105,,Jackson,4,Central,122940,39.102048,-94.594693,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017122999,
2017120478,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/18/2017,06:10 PM,9,2017,RESOL,N,09/19/2017,9,2017,1,4151 STERLING AVE,"4151 STERLING AVE
64133
(39.046517, -94.447108)",64133,Sterling Acres,Jackson,3,East,234398,39.046517,-94.447108,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017120478,
2017119224,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/15/2017,09:40 AM,9,2017,RESOL,Y,10/02/2017,10,2017,17,8502 HOLMES ST,"8502 HOLMES ST
64131
(38.971954, -94.583882)",64131,Santa Fe Hills,Jackson,6,Metro,149408,38.971954,-94.583882,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017119224,
2017119854,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/18/2017,07:32 AM,9,2017,RESOL,Y,10/05/2017,10,2017,17,2842 MONROE AVE,"2842 MONROE AVE
64128
(39.073362, -94.540342)",64128,Ingleside,Jackson,3,East,23729,39.073362,-94.540342,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017119854,
2017119820,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,Public Safety,Police,Other,09/18/2017,12:55 AM,9,2017,RESOL,N,10/05/2017,10,2017,17,4400 NE CHOUTEAU TRFY,"4400 NE CHOUTEAU TRFY
64117
(39.172846, -94.535986)",64117,Chaumiere,Clay,1,Shoal Creek,220957,39.172846,-94.535986,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017119820,
2017117930,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/13/2017,07:35 AM,9,2017,RESOL,Y,10/02/2017,10,2017,19,400 E 11TH ST,"400 E 11TH ST
64106
(39.101576, -94.57763)",64106,CBD Downtown,Jackson,4,Central,254162,39.101576,-94.57763,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017117930,
2017117854,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/12/2017,07:02 PM,9,2017,RESOL,Y,10/02/2017,10,2017,20,1319 INDIANA AVE,"1319 INDIANA AVE
64127
(39.096463, -94.541971)",64127,Lykins,Jackson,3,East,11464,39.096463,-94.541971,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017117854,
2017118977,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/14/2017,03:17 PM,9,2017,RESOL,Y,10/02/2017,10,2017,18,3301 BROOKLYN AVE,"3301 BROOKLYN AVE
64109
(39.066117, -94.557314)",64109,Key Coalition,Jackson,3,Central,126518,39.066117,-94.557314,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017118977,
2017116677,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/11/2017,10:25 AM,9,2017,RESOL,Y,09/19/2017,9,2017,8,4115 E 7TH ST,"4115 E 7TH ST
64124
(39.103431, -94.534053)",64124,Lykins,Jackson,3,East,9628,39.103431,-94.534053,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017116677,
2017116022,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,Public Safety,Police,Other,09/08/2017,02:41 PM,9,2017,RESOL,N,09/08/2017,9,2017,0,1600 INDEPENDENCE AVE,"1600 INDEPENDENCE AVE
64106
(39.107191, -94.5627)",64106,Pendleton Heights,Jackson,3,Central,39791,39.107191,-94.5627,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017116022,
2017115462,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/07/2017,04:00 PM,9,2017,RESOL,Y,10/02/2017,10,2017,25,2323 GRAND BLVD,"2323 GRAND BLVD
64108
(39.085934, -94.581094)",64108,Crown Center,Jackson,4,Central,125050,39.085934,-94.581094,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017115462,
2017115879,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/08/2017,12:17 PM,9,2017,RESOL,Y,10/02/2017,10,2017,24,6210 E TRUMAN RD,"6210 E TRUMAN RD
64126
(39.094178, -94.509687)",64126,East Blue Valley,Jackson,3,East,6235,39.094178,-94.509687,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017115879,
2017114795,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,Public Safety,Police,Other,09/06/2017,04:19 PM,9,2017,RESOL,N,09/06/2017,9,2017,0,11100 VIEW HIGH DR,"11100 VIEW HIGH DR
64134
(38.919212, -94.460335)",64134,Longview,Jackson,6,South,71143,38.919212,-94.460335,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017114795,
2017114254,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/06/2017,08:15 AM,9,2017,RESOL,Y,09/19/2017,9,2017,13,400 W 31ST ST,"400 W 31ST ST
64108
(39.074934, -94.591904)",64108,Westside South,Jackson,4,Central,128568,39.074934,-94.591904,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017114254,
2017114467,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,09/06/2017,12:06 PM,9,2017,RESOL,Y,10/02/2017,10,2017,26,2131 E 82ND TER,"2131 E 82ND TER
64132
(38.977397, -94.562708)",64132,Marlborough Heights/Marlborough Pride,Jackson,5,Metro,117268,38.977397,-94.562708,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017114467,
2017111568,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/29/2017,06:15 PM,8,2017,RESOL,Y,09/18/2017,9,2017,20,100 E PERSHING RD,"100 E PERSHING RD
64108
(39.084912, -94.58264)",64108,Crown Center,Jackson,4,Central,125077,39.084912,-94.58264,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017111568,
2017110988,EMAIL,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/29/2017,08:58 AM,8,2017,RESOL,Y,09/18/2017,9,2017,20,1708 HOLLY ST,"1708 HOLLY ST
64102
(39.092921, -94.598349)",64102,Westside North,Jackson,4,Central,123936,39.092921,-94.598349,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017110988,
2017111865,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,Public Safety,Police,Other,08/30/2017,11:25 AM,8,2017,RESOL,N,08/30/2017,8,2017,0,657 NE RUSSELL RD,"657 NE RUSSELL RD
64116
(39.166508, -94.572483)",64116,River View,Clay,4,Shoal Creek,85052,39.166508,-94.572483,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017111865,
2017110396,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/28/2017,11:55 AM,8,2017,RESOL,Y,09/18/2017,9,2017,21,4915 E 39TH PL,"4915 E 39TH PL
64130
(39.054296, -94.526153)",64130,Vineyard,Jackson,3,East,31538,39.054296,-94.526153,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017110396,
2017110253,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/28/2017,10:33 AM,8,2017,RESOL,Y,09/18/2017,9,2017,21,101 N BELMONT BLVD,"101 N BELMONT BLVD
64123
(39.114824, -94.507841)",64123,,Jackson,4,East,45468,39.114824,-94.507841,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017110253,
2017108643,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/24/2017,11:15 AM,8,2017,RESOL,Y,09/18/2017,9,2017,25,2622 WOODLAND AVE,"2622 WOODLAND AVE
64108
(39.078378, -94.561952)",64108,Wendell Phillips,Jackson,3,Central,14036,39.078378,-94.561952,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017108643,
2017109340,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/25/2017,10:25 AM,8,2017,RESOL,Y,09/18/2017,9,2017,24,3010 VAN BRUNT BLVD,"3010 VAN BRUNT BLVD
64128
(39.070346, -94.521383)",64128,Knoches Park,Jackson,3,East,21870,39.070346,-94.521383,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017109340,
2017107362,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/22/2017,04:23 PM,8,2017,RESOL,Y,09/18/2017,9,2017,27,7749 WORNALL RD,"7749 WORNALL RD
64114
(38.987163, -94.594049)",64114,Tower Homes,Jackson,6,Metro,118346,38.987163,-94.594049,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017107362,
2017106930,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,Public Safety,Police,Other,08/22/2017,11:09 AM,8,2017,RESOL,N,09/18/2017,9,2017,27,6512 WORNALL RD,"6512 WORNALL RD
64113
(39.009266, -94.594705)",64113,Armour Fields,Jackson,6,Metro,109372,39.009266,-94.594705,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017106930,
2017105903,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/21/2017,09:05 AM,8,2017,RESOL,Y,09/18/2017,9,2017,28,1321 SPRUCE AVE,"1321 SPRUCE AVE
64127
(39.09606, -94.531587)",64127,East Community Team North,Jackson,3,East,8466,39.09606,-94.531587,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017105903,
2017104866,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/17/2017,01:26 PM,8,2017,RESOL,Y,08/31/2017,8,2017,14,2415 BRIGHTON AVE,"2415 BRIGHTON AVE
64127
(39.081127, -94.524304)",64127,East Community Team South,Jackson,3,East,20258,39.081127,-94.524304,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017104866,
2017104862,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/17/2017,01:20 PM,8,2017,RESOL,Y,08/31/2017,8,2017,14,3011 VAN BRUNT BLVD,"3011 VAN BRUNT BLVD
64128
(39.070534, -94.52016)",64128,South Blue Valley,Jackson,3,East,22006,39.070534,-94.52016,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017104862,
2017103687,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/15/2017,04:17 PM,8,2017,RESOL,Y,08/31/2017,8,2017,16,4316 E 9TH ST,"4316 E 9TH ST
64124
(39.102153, -94.530682)",64124,Lykins,Jackson,3,East,8213,39.102153,-94.530682,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017103687,
2017102079,EMAIL,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/11/2017,02:49 PM,8,2017,RESOL,Y,08/31/2017,8,2017,20,400 E 11TH ST,"400 E 11TH ST
64106
(39.101576, -94.57763)",64106,CBD Downtown,Jackson,4,Central,254162,39.101576,-94.57763,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017102079,
2017102041,EMAIL,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/11/2017,02:15 PM,8,2017,RESOL,Y,08/31/2017,8,2017,20,900 HARRISON ST,"900 HARRISON ST
64106
(39.102579, -94.571413)",64106,Paseo West,Jackson,3,Central,12679,39.102579,-94.571413,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017102041,
2017100736,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/09/2017,01:38 PM,8,2017,RESOL,Y,08/28/2017,8,2017,19,205 N MONROE AVE,"205 N MONROE AVE
64123
(39.114363, -94.536942)",64123,Scarritt Point,Jackson,4,East,40501,39.114363,-94.536942,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017100736,
2017100930,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/09/2017,04:25 PM,8,2017,RESOL,Y,08/28/2017,8,2017,19,4115 E 7TH ST,"4115 E 7TH ST
64124
(39.103431, -94.534053)",64124,Lykins,Jackson,3,East,9628,39.103431,-94.534053,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017100930,
2017100468,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/09/2017,09:57 AM,8,2017,RESOL,Y,08/28/2017,8,2017,19,400 W 31ST ST,"400 W 31ST ST
64108
(39.074934, -94.591904)",64108,Westside South,Jackson,4,Central,128568,39.074934,-94.591904,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017100468,
2017099249,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/07/2017,03:22 PM,8,2017,RESOL,Y,08/28/2017,8,2017,21,13055 STATE LINE RD,"13055 STATE LINE RD
64145
(38.890601, -94.607334)",64145,Martin City,Jackson,6,South,221701,38.890601,-94.607334,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017099249,
2017099433,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/07/2017,05:32 PM,8,2017,RESOL,Y,08/28/2017,8,2017,21,4151 STERLING AVE,"4151 STERLING AVE
64133
(39.046517, -94.447108)",64133,Sterling Acres,Jackson,3,East,234398,39.046517,-94.447108,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017099433,
2017098120,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,Public Safety,Police,Other,08/04/2017,01:24 PM,8,2017,RESOL,N,08/28/2017,8,2017,24,600 E 3RD ST,"600 E 3RD ST
64106
(39.111726, -94.576934)",64106,Columbus Park Industrial,Jackson,4,Central,258678,39.111726,-94.576934,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017098120,
2017097627,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/03/2017,04:10 PM,8,2017,RESOL,Y,08/28/2017,8,2017,25,5615 BONITA AVE,"5615 BONITA AVE
64128
(39.073587, -94.517358)",64128,South Blue Valley,Jackson,3,East,21621,39.073587,-94.517358,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017097627,
2017095989,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,08/01/2017,01:25 PM,8,2017,RESOL,Y,08/28/2017,8,2017,27,5407 E 29TH ST,"5407 E 29TH ST
64128
(39.072211, -94.51986)",64128,South Blue Valley,Jackson,3,East,21948,39.072211,-94.51986,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017095989,
2017093331,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,07/27/2017,11:41 AM,7,2017,RESOL,N,07/31/2017,7,2017,4,8502 HOLMES ST,"8502 HOLMES ST
64131
(38.971954, -94.583882)",64131,Santa Fe Hills,Jackson,6,Metro,149408,38.971954,-94.583882,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017093331,
2017093497,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,07/27/2017,01:31 PM,7,2017,RESOL,Y,08/28/2017,8,2017,32,718 MCGEE ST,"718 MCGEE ST
64106
(39.104831, -94.579825)",64106,CBD Downtown,Jackson,4,Central,12720,39.104831,-94.579825,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017093497,
2017092772,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,07/26/2017,03:17 PM,7,2017,RESOL,N,07/31/2017,7,2017,5,3454 PROSPECT AVE,"3454 PROSPECT AVE
64128
(39.062847, -94.553557)",64128,Key Coalition,Jackson,3,East,126471,39.062847,-94.553557,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017092772,
2017092540,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,07/26/2017,11:14 AM,7,2017,RESOL,N,07/31/2017,7,2017,5,100 E PERSHING RD,"100 E PERSHING RD
64108
(39.084912, -94.58264)",64108,Crown Center,Jackson,4,Central,125077,39.084912,-94.58264,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017092540,
2017091598,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,07/25/2017,07:43 AM,7,2017,RESOL,N,07/31/2017,7,2017,6,501 W 6TH ST,"501 W 6TH ST
64105
(39.106441, -94.590163)",64105,Quality Hill,Jackson,4,Central,122896,39.106441,-94.590163,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017091598,
2017091353,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,07/24/2017,03:28 PM,7,2017,RESOL,Y,08/28/2017,8,2017,35,9913 E 38TH ST,"9913 E 38TH ST
64133
(39.054279, -94.464848)",64133,Ashland Ridge,Jackson,3,East,48066,39.054279,-94.464848,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017091353,
2017089707,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,07/20/2017,01:42 PM,7,2017,RESOL,N,07/26/2017,7,2017,6,7601 E 58TH ST,"7601 E 58TH ST
64129
(39.019351, -94.496531)",64129,Lewis Heights,Jackson,5,Metro,51735,39.019351,-94.496531,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017089707,
2017089542,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,07/20/2017,10:10 AM,7,2017,RESOL,N,07/26/2017,7,2017,6,101 DELAWARE ST,"101 DELAWARE ST
64105
(39.111712, -94.584756)",64105,River Market,Jackson,4,Central,255809,39.111712,-94.584756,http://webfusion.kcmo.org/coldfusionapps/ActionCenterRequest/CaseInfo.cfm?CaseID=2017089542,
